Sports,NCAA Final Four 2001,PS,Generally allows the player to partake in a competitive sport against other opponents or AI
Simulation,Heroes over Europe,PS3,Frequently consists of games focused on letting the player simulate a reality - real or fake
Racing,Konami Krazy Racers,GBA,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Shooter,BioShock The Collection,XOne,Typically violent games where players use ranged weapons
Misc,Solitaire Overload Plus,DS,Games without specific genres
Racing,F-Zero: GP Legend,GBA,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Misc,Vegas Party,Wii,Games without specific genres
Puzzle,Mr. Driller 2,GBA,Games that challenge the player to use critical thinking skills to solve problems
Platform,Klonoa,Wii,Games focused on navigating an environment usually by jumping
Shooter,Bulletstorm,PC,Typically violent games where players use ranged weapons
Platform,Putty Squad,PS4,Games focused on navigating an environment usually by jumping
Action,Burger Island,DS,Games usually centered around using hand-eye coordination to overcome physical challenges
Strategy,Field Commander,PSP,Most games challenge the player to use tactics and planning to achieve victory
Fighting,Custom Robo Arena,DS,Usually one-on-one close-ranged games with violent attacks
Role-Playing,Ar Nosurge: Ode to an Unborn Star,PS3,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Sports,Imagine: Ice Champions,DS,Generally allows the player to partake in a competitive sport against other opponents or AI
Sports,Shaun White Skateboarding,X360,Generally allows the player to partake in a competitive sport against other opponents or AI
Action,Dragon Ball: Origins 2,DS,Games usually centered around using hand-eye coordination to overcome physical challenges
Shooter,Trigger Man,PS2,Typically violent games where players use ranged weapons
Role-Playing,Wildstar,PC,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Misc,Family Party: 30 Great Games Outdoor Fun,Wii,Games without specific genres
Sports,Tiger Woods PGA Tour 2004,GC,Generally allows the player to partake in a competitive sport against other opponents or AI
Action,Rudolph the Red-Nosed Reindeer,DS,Games usually centered around using hand-eye coordination to overcome physical challenges
Sports,Amped 3,X360,Generally allows the player to partake in a competitive sport against other opponents or AI
Simulation,Innocent Life: A Futuristic Harvest Moon,PSP,Frequently consists of games focused on letting the player simulate a reality - real or fake
Sports,NBA 2K3,GC,Generally allows the player to partake in a competitive sport against other opponents or AI
Sports,NHL 2005,XB,Generally allows the player to partake in a competitive sport against other opponents or AI
Fighting,Arcana Heart,PS2,Usually one-on-one close-ranged games with violent attacks
Shooter,Battlestar Galactica,PS2,Typically violent games where players use ranged weapons
Adventure,Time Hollow,DS,Mostly exploration games focused on letting the player explore the environment
Action,Medieval Games,Wii,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,Tak and the Guardians of Gross,Wii,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,Jurassic Park: The Game,X360,Games usually centered around using hand-eye coordination to overcome physical challenges
Adventure,Monster House,DS,Mostly exploration games focused on letting the player explore the environment
Action,Dynasty Warriors 8: Xtreme Legends,PS3,Games usually centered around using hand-eye coordination to overcome physical challenges
Fighting,Godzilla Unleashed,Wii,Usually one-on-one close-ranged games with violent attacks
Misc,AC/DC LIVE: Rock Band Track Pack,PS2,Games without specific genres
Sports,Ener-G Horse Riders,DS,Generally allows the player to partake in a competitive sport against other opponents or AI
Action,He-Man: Power of Grayskull,GBA,Games usually centered around using hand-eye coordination to overcome physical challenges
Adventure,Sherlock Holmes vs. Jack the Ripper,X360,Mostly exploration games focused on letting the player explore the environment
Shooter,Sniper: Ghost Warrior,PC,Typically violent games where players use ranged weapons
Racing,Polaris SnoCross,PS,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Simulation,Imagine: Music Fest,DS,Frequently consists of games focused on letting the player simulate a reality - real or fake
Sports,Mat Hoffman's Pro BMX 2,GBA,Generally allows the player to partake in a competitive sport against other opponents or AI
Action,Fist of the North Star: Ken's Rage,X360,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,Chaotic: Shadow Warriors,X360,Games usually centered around using hand-eye coordination to overcome physical challenges
Fighting,Digimon Battle Spirit 2,GBA,Usually one-on-one close-ranged games with violent attacks
Racing,Driven,PS2,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Adventure,James Noir's Hollywood Crimes,3DS,Mostly exploration games focused on letting the player explore the environment
Shooter,Warhammer 40000: Fire Warrior,PS2,Typically violent games where players use ranged weapons
Sports,All-Pro Football 2K8,PS3,Generally allows the player to partake in a competitive sport against other opponents or AI
Role-Playing,Lufia: Curse of the Sinistrals,DS,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Misc,MTV Music Generator 2,PS2,Games without specific genres
Role-Playing,Mugen Souls,PS3,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Action,Ultimate Spider-Man,DS,Games usually centered around using hand-eye coordination to overcome physical challenges
Racing,Burnout 2: Point of Impact,GC,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Racing,Paris-Dakar Rally,PS2,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Action,Bakugan Battle Brawlers: Defenders of the Core,PSP,Games usually centered around using hand-eye coordination to overcome physical challenges
Sports,MotionSports: Adrenaline,PS3,Generally allows the player to partake in a competitive sport against other opponents or AI
Role-Playing,Atelier Iris: Eternal Mana,PS2,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Shooter,F.E.A.R. 3,PC,Typically violent games where players use ranged weapons
Misc,Chessmaster: The Art of Learning,DS,Games without specific genres
Platform,Tak: The Great Juju Challenge,GC,Games focused on navigating an environment usually by jumping
Misc,Fantasia: Music Evolved,XOne,Games without specific genres
Sports,Knockout Kings 2003,GC,Generally allows the player to partake in a competitive sport against other opponents or AI
Puzzle,Bomberman,PSP,Games that challenge the player to use critical thinking skills to solve problems
Sports,NCAA Football 2004,GC,Generally allows the player to partake in a competitive sport against other opponents or AI
Racing,XGIII: Extreme G Racing,GC,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Role-Playing,Digimon World 4,PS2,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Strategy,Stormrise,X360,Most games challenge the player to use tactics and planning to achieve victory
Simulation,Scripps Spelling Bee,DS,Frequently consists of games focused on letting the player simulate a reality - real or fake
Sports,Major League Baseball 2K11,Wii,Generally allows the player to partake in a competitive sport against other opponents or AI
Adventure,The Godfather: Blackhand Edition,Wii,Mostly exploration games focused on letting the player explore the environment
Platform,Naruto: Powerful Shippuden,3DS,Games focused on navigating an environment usually by jumping
Racing,American Chopper,XB,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Action,The Adventures of Tintin: The Game,3DS,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,Dynasty Warriors 8,X360,Games usually centered around using hand-eye coordination to overcome physical challenges
Strategy,Kingdom Under Fire: Heroes,XB,Most games challenge the player to use tactics and planning to achieve victory
Action,The Terminator: Dawn of Fate,XB,Games usually centered around using hand-eye coordination to overcome physical challenges
Shooter,Infected,PSP,Typically violent games where players use ranged weapons
Simulation,Birds of Steel,X360,Frequently consists of games focused on letting the player simulate a reality - real or fake
Racing,Cars: Race-O-Rama,X360,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Sports,NBA Street Homecourt,PS3,Generally allows the player to partake in a competitive sport against other opponents or AI
Action,Darksiders II,PC,Games usually centered around using hand-eye coordination to overcome physical challenges
Racing,Enthusia Professional Racing,PS2,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Racing,DiRT 3,PC,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Sports,NCAA GameBreaker 2001,PS2,Generally allows the player to partake in a competitive sport against other opponents or AI
Misc,Get On Da Mic,PS2,Games without specific genres
Action,Darksiders II,WiiU,Games usually centered around using hand-eye coordination to overcome physical challenges
Shooter,Gunslingers,Wii,Typically violent games where players use ranged weapons
Shooter,Army Men: Sarge's War,GC,Typically violent games where players use ranged weapons
Misc,Block Party,Wii,Games without specific genres
Sports,Little League World Series Baseball 2009,Wii,Generally allows the player to partake in a competitive sport against other opponents or AI
Misc,Arcade Zone,Wii,Games without specific genres
Shooter,Project Sylpheed: Arc of Deception,X360,Typically violent games where players use ranged weapons
Racing,Bigfoot: Collision Course,DS,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Platform,Frogger's Adventures: The Rescue,GC,Games focused on navigating an environment usually by jumping
Sports,NHL 2K10,PS3,Generally allows the player to partake in a competitive sport against other opponents or AI
Sports,Family Party: Fitness Fun,Wii,Generally allows the player to partake in a competitive sport against other opponents or AI
Action,The Secret Saturdays: Beasts of the 5th Sun,PS2,Games usually centered around using hand-eye coordination to overcome physical challenges
Misc,Michael Jackson: The Experience,PSP,Games without specific genres
Sports,MLB Power Pros 2008,PS2,Generally allows the player to partake in a competitive sport against other opponents or AI
Action,Sonny with a Chance,DS,Games usually centered around using hand-eye coordination to overcome physical challenges
Puzzle,WordJong,DS,Games that challenge the player to use critical thinking skills to solve problems
Role-Playing,Tears to Tiara II: Heir of the Overlord,PS3,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Puzzle,Puzzle Quest: Galactrix,DS,Games that challenge the player to use critical thinking skills to solve problems
Platform,de Blob 2,X360,Games focused on navigating an environment usually by jumping
Action,Disney's The Lion King: Simba's Mighty Adventure,PS,Games usually centered around using hand-eye coordination to overcome physical challenges
Sports,Major League Baseball 2K10,DS,Generally allows the player to partake in a competitive sport against other opponents or AI
Action,Samurai Warriors: Katana,Wii,Games usually centered around using hand-eye coordination to overcome physical challenges
Sports,NBA 09: The Inside,PS3,Generally allows the player to partake in a competitive sport against other opponents or AI
Role-Playing,Kingdom of Paradise,PSP,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Fighting,Naruto Shippuden: Legends: Akatsuki Rising,PSP,Usually one-on-one close-ranged games with violent attacks
Action,Marvel Super Hero Squad: The Infinity Gauntlet,X360,Games usually centered around using hand-eye coordination to overcome physical challenges
Fighting,Bleach: Dark Souls,DS,Usually one-on-one close-ranged games with violent attacks
Racing,Hot Wheels: Battle Force 5,DS,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Action,Prince of Persia: The Sands of Time,GBA,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,Zoids: Battle Legends,GC,Games usually centered around using hand-eye coordination to overcome physical challenges
Platform,Ice Age 2: The Meltdown,DS,Games focused on navigating an environment usually by jumping
Action,Prince of Persia: The Forgotten Sands,DS,Games usually centered around using hand-eye coordination to overcome physical challenges
Sports,World Series Baseball 2K3,XB,Generally allows the player to partake in a competitive sport against other opponents or AI
Shooter,Serious Sam,XB,Typically violent games where players use ranged weapons
Puzzle,Bomberman,DS,Games that challenge the player to use critical thinking skills to solve problems
Action,Killer7,GC,Games usually centered around using hand-eye coordination to overcome physical challenges
Platform,Super Monkey Ball Adventure,GC,Games focused on navigating an environment usually by jumping
Sports,FIFA Soccer 2002,PS,Generally allows the player to partake in a competitive sport against other opponents or AI
Fighting,Street Fighter Anniversary Collection,XB,Usually one-on-one close-ranged games with violent attacks
Shooter,Shadow Ops: Red Mercury,XB,Typically violent games where players use ranged weapons
Adventure,Indigo Prophecy,PS2,Mostly exploration games focused on letting the player explore the environment
Sports,FIFA 06: Road to FIFA World Cup,X360,Generally allows the player to partake in a competitive sport against other opponents or AI
Sports,NBA ShootOut 2001,PS2,Generally allows the player to partake in a competitive sport against other opponents or AI
Role-Playing,Final Fantasy XI: Vana'diel Collection 2008,X360,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Simulation,Farm Frenzy: Animal Country,DS,Frequently consists of games focused on letting the player simulate a reality - real or fake
Misc,We Sing UK Hits,Wii,Games without specific genres
Fighting,Samurai Shodown Anthology,PS2,Usually one-on-one close-ranged games with violent attacks
Role-Playing,Musashi: Samurai Legend,PS2,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Misc,Build-A-Bear Workshop: Welcome to Hugsville,DS,Games without specific genres
Action,LEGO The Hobbit,PSV,Games usually centered around using hand-eye coordination to overcome physical challenges
Role-Playing,Oreshika: Tainted Bloodlines,PSV,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Racing,F1 2001,PS2,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Action,Darksiders,PC,Games usually centered around using hand-eye coordination to overcome physical challenges
Simulation,Top Gun: Combat Zones,GC,Frequently consists of games focused on letting the player simulate a reality - real or fake
Sports,NHL 09,PS2,Generally allows the player to partake in a competitive sport against other opponents or AI
Action,Fantastic Four: Rise of the Silver Surfer,PS3,Games usually centered around using hand-eye coordination to overcome physical challenges
Sports,All-Star Baseball 2003,GC,Generally allows the player to partake in a competitive sport against other opponents or AI
Action,Burger Island,Wii,Games usually centered around using hand-eye coordination to overcome physical challenges
Fighting,Rocky,XB,Usually one-on-one close-ranged games with violent attacks
Racing,Ford Racing 2,XB,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Misc,Rock Band: Metal Track Pack,X360,Games without specific genres
Action,Megamind: Ultimate Showdown,PS3,Games usually centered around using hand-eye coordination to overcome physical challenges
Shooter,Space Invaders Extreme,DS,Typically violent games where players use ranged weapons
Action,Thor: God of Thunder,Wii,Games usually centered around using hand-eye coordination to overcome physical challenges
Simulation,Petz: Dogz Talent Show,DS,Frequently consists of games focused on letting the player simulate a reality - real or fake
Shooter,BloodRayne 2,XB,Typically violent games where players use ranged weapons
Action,Jaws Unleashed,XB,Games usually centered around using hand-eye coordination to overcome physical challenges
Shooter,Star Trek: Voyager Elite Force,PS2,Typically violent games where players use ranged weapons
Action,X-Men: The Official Game,GC,Games usually centered around using hand-eye coordination to overcome physical challenges
Puzzle,Brain Boost: Gamma Wave,DS,Games that challenge the player to use critical thinking skills to solve problems
Sports,All-Star Baseball 2003,GBA,Generally allows the player to partake in a competitive sport against other opponents or AI
Sports,Major League Baseball 2K12,Wii,Generally allows the player to partake in a competitive sport against other opponents or AI
Racing,187: Ride or Die,PS2,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Shooter,Battleborn,XOne,Typically violent games where players use ranged weapons
Misc,eJay Clubworld,PS2,Games without specific genres
Adventure,Geist,GC,Mostly exploration games focused on letting the player explore the environment
Fighting,The King of Fighters XIV,PS4,Usually one-on-one close-ranged games with violent attacks
Role-Playing,Sword Art Online: Hollow Realization,PSV,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Action,The Incredibles: Rise of the Underminer,DS,Games usually centered around using hand-eye coordination to overcome physical challenges
Fighting,Street Fighter Alpha 3,GBA,Usually one-on-one close-ranged games with violent attacks
Action,Metal Gear Solid: Peace Walker HD Edition,PS3,Games usually centered around using hand-eye coordination to overcome physical challenges
Racing,Ridge Racer DS,DS,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Sports,High Velocity Bowling,PS3,Generally allows the player to partake in a competitive sport against other opponents or AI
Action,LEGO Harry Potter Collection,PS4,Games usually centered around using hand-eye coordination to overcome physical challenges
Puzzle,The Quest Trio,DS,Games that challenge the player to use critical thinking skills to solve problems
Puzzle,Brain Boost: Beta Wave,DS,Games that challenge the player to use critical thinking skills to solve problems
Adventure,Shenmue II,DC,Mostly exploration games focused on letting the player explore the environment
Simulation,Armored Core: For Answer,X360,Frequently consists of games focused on letting the player simulate a reality - real or fake
Sports,Major League Baseball 2K8,PS2,Generally allows the player to partake in a competitive sport against other opponents or AI
Misc,Capcom Classics Collection,XB,Games without specific genres
Shooter,Fugitive Hunter: War on Terror,PS2,Typically violent games where players use ranged weapons
Action,The Incredible Hulk: Ultimate Destruction,GC,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,Candace Kane's Candy Factory,Wii,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,Prince of Persia: The Two Thrones,GC,Games usually centered around using hand-eye coordination to overcome physical challenges
Simulation,Blazing Angels 2: Secret Missions of WWII,PS3,Frequently consists of games focused on letting the player simulate a reality - real or fake
Platform,Pac-Man World 3,XB,Games focused on navigating an environment usually by jumping
Misc,SNK Arcade Classics Vol. 1,PSP,Games without specific genres
Sports,All-Star Baseball 2005,XB,Generally allows the player to partake in a competitive sport against other opponents or AI
Role-Playing,The Legend of Heroes: Trails of Cold Steel II,PS3,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Sports,Backyard Sports: Sandlot Sluggers,Wii,Generally allows the player to partake in a competitive sport against other opponents or AI
Action,Batman Begins,GC,Games usually centered around using hand-eye coordination to overcome physical challenges
Adventure,Nancy Drew: The White Wolf of Icicle Creek,Wii,Mostly exploration games focused on letting the player explore the environment
Racing,Toy Story Racer,PS,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Platform,Disney's Donald Duck: Goin' Quackers,PS,Games focused on navigating an environment usually by jumping
Role-Playing,Ys: The Oath in Felghana,PSP,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Platform,Crash: Twinsanity,XB,Games focused on navigating an environment usually by jumping
Action,Space Camp,DS,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,SpongeBob's Truth or Square,DS,Games usually centered around using hand-eye coordination to overcome physical challenges
Sports,Arena Football,XB,Generally allows the player to partake in a competitive sport against other opponents or AI
Shooter,Medal of Honor: Infiltrator,GBA,Typically violent games where players use ranged weapons
Action,Lego Star Wars: The Force Awakens,WiiU,Games usually centered around using hand-eye coordination to overcome physical challenges
Misc,Victorious: Hollywood Arts Debut,DS,Games without specific genres
Role-Playing,The Wizard of Oz: Beyond The Yellow Brick Road,DS,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Misc,Super Monkey Ball Deluxe,XB,Games without specific genres
Shooter,Jurassic: The Hunted,Wii,Typically violent games where players use ranged weapons
Action,The Cursed Crusade,X360,Games usually centered around using hand-eye coordination to overcome physical challenges
Misc,Charm Girls Club: Pajama Party,Wii,Games without specific genres
Misc,SpongeBob's Boating Bash,DS,Games without specific genres
Shooter,Earth Defense Force 2025,X360,Typically violent games where players use ranged weapons
Sports,NHL 2K10,X360,Generally allows the player to partake in a competitive sport against other opponents or AI
Misc,Trivial Pursuit: Bet You Know It,Wii,Games without specific genres
Shooter,Tom Clancy's Ghost Recon,GC,Typically violent games where players use ranged weapons
Misc,Pac-Man Party 3D,3DS,Games without specific genres
Fighting,Darkstalkers Chronicle: The Chaos Tower,PSP,Usually one-on-one close-ranged games with violent attacks
Action,WWE '13,Wii,Games usually centered around using hand-eye coordination to overcome physical challenges
Racing,Mad Dash Racing,XB,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Action,Bakugan Battle Brawlers: Defenders of the Core,X360,Games usually centered around using hand-eye coordination to overcome physical challenges
Platform,Rayman Origins,3DS,Games focused on navigating an environment usually by jumping
Role-Playing,Summon Night 5,PSP,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Role-Playing,Black * Rock Shooter: The Game,PSP,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Sports,BMX XXX,PS2,Generally allows the player to partake in a competitive sport against other opponents or AI
Role-Playing,Boktai: The Sun is in Your Hand,GBA,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Fighting,Guilty Gear X2 #Reload,XB,Usually one-on-one close-ranged games with violent attacks
Action,ReCore,XOne,Games usually centered around using hand-eye coordination to overcome physical challenges
Shooter,Soldier of Fortune: Payback,PS3,Typically violent games where players use ranged weapons
Racing,F1 2012,PC,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Action,Elf: The Movie,GBA,Games usually centered around using hand-eye coordination to overcome physical challenges
Sports,MLB SlugFest 20-03,GC,Generally allows the player to partake in a competitive sport against other opponents or AI
Sports,Tiger Woods PGA Tour,DS,Generally allows the player to partake in a competitive sport against other opponents or AI
Misc,Ultimate Board Game Collection,Wii,Games without specific genres
Action,Grabbed by the Ghoulies,XB,Games usually centered around using hand-eye coordination to overcome physical challenges
Racing,Cars: Mater-National Championship,X360,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Role-Playing,Shadow Hearts: From The New World,PS2,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Misc,Rayman Raving Rabbids,DS,Games without specific genres
Action,Terraria,PC,Games usually centered around using hand-eye coordination to overcome physical challenges
Adventure,CSI: 3 Dimensions of Murder,PS2,Mostly exploration games focused on letting the player explore the environment
Fighting,Barbarian,PS2,Usually one-on-one close-ranged games with violent attacks
Racing,L.A. Rush,XB,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Puzzle,Rubik's World,Wii,Games that challenge the player to use critical thinking skills to solve problems
Role-Playing,Record of Agarest War 2,PS3,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Misc,QuickSpot,DS,Games without specific genres
Puzzle,Pipe Dreams 3D,PS,Games that challenge the player to use critical thinking skills to solve problems
Action,Skylanders Giants,3DS,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,Spider-Man: Friend or Foe,Wii,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,Power Rangers: Super Legends,PS2,Games usually centered around using hand-eye coordination to overcome physical challenges
Shooter,Jurassic: The Hunted,PS2,Typically violent games where players use ranged weapons
Action,Fatal Frame,PS2,Games usually centered around using hand-eye coordination to overcome physical challenges
Platform,Rayman 3,GBA,Games focused on navigating an environment usually by jumping
Action,BlazBlue: Chrono Phantasma Extend,PS4,Games usually centered around using hand-eye coordination to overcome physical challenges
Role-Playing,Wild ARMs 4,PS2,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Action,Ratatouille,GC,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,G.I. Joe: The Rise of Cobra,PS2,Games usually centered around using hand-eye coordination to overcome physical challenges
Platform,Casper: Spirit Dimensions,PS2,Games focused on navigating an environment usually by jumping
Puzzle,SafeCracker: The Ultimate Puzzle Adventure,DS,Games that challenge the player to use critical thinking skills to solve problems
Shooter,Geometry Wars: Galaxies,DS,Typically violent games where players use ranged weapons
Shooter,Syndicate,PS3,Typically violent games where players use ranged weapons
Racing,Adrenalin Misfits,X360,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Misc,Karaoke Revolution Glee: Volume 3,X360,Games without specific genres
Platform,Cave Story 3D,3DS,Games focused on navigating an environment usually by jumping
Platform,Mega Man Powered Up,PSP,Games focused on navigating an environment usually by jumping
Puzzle,Balloon Pop,DS,Games that challenge the player to use critical thinking skills to solve problems
Role-Playing,Class of Heroes,PSP,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Adventure,Second Sight,PS2,Mostly exploration games focused on letting the player explore the environment
Strategy,Heroes of Mana,DS,Most games challenge the player to use tactics and planning to achieve victory
Shooter,Alien: Isolation,PC,Typically violent games where players use ranged weapons
Action,G.I. Joe: The Rise of Cobra,PSP,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,Just Cause 3,PC,Games usually centered around using hand-eye coordination to overcome physical challenges
Adventure,Monster House,PS2,Mostly exploration games focused on letting the player explore the environment
Role-Playing,Phantom Brave,PS2,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Action,Thor: God of Thunder,X360,Games usually centered around using hand-eye coordination to overcome physical challenges
Racing,Championship Motocross 2001 featuring Ricky Carmichael,PS,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Puzzle,Bejeweled 3,PS3,Games that challenge the player to use critical thinking skills to solve problems
Sports,FIFA Soccer 2005,GC,Generally allows the player to partake in a competitive sport against other opponents or AI
Simulation,Harvest Moon: Hero of Leaf Valley,PSP,Frequently consists of games focused on letting the player simulate a reality - real or fake
Puzzle,Diner Dash: Flo on the Go,DS,Games that challenge the player to use critical thinking skills to solve problems
Role-Playing,Hexyz Force,PSP,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Sports,Jonny Moseley Mad Trix,PS2,Generally allows the player to partake in a competitive sport against other opponents or AI
Misc,MTV Music Generator 3: This Is the Remix,PS2,Games without specific genres
Simulation,Cake Mania 3,DS,Frequently consists of games focused on letting the player simulate a reality - real or fake
Action,Terminator 3: Rise of the Machines,XB,Games usually centered around using hand-eye coordination to overcome physical challenges
Sports,SSX On Tour,XB,Generally allows the player to partake in a competitive sport against other opponents or AI
Sports,NCAA College Basketball 2K3,XB,Generally allows the player to partake in a competitive sport against other opponents or AI
Fighting,Victorious Boxers: Revolution,Wii,Usually one-on-one close-ranged games with violent attacks
Simulation,Farming Simulator 2013,PS3,Frequently consists of games focused on letting the player simulate a reality - real or fake
Role-Playing,The Legend of Heroes II: Prophecy of the Moonlight Witch,PSP,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Shooter,Doom,GBA,Typically violent games where players use ranged weapons
Misc,PaRappa The Rapper 2,PS2,Games without specific genres
Sports,Super Dodgeball Brawlers,DS,Generally allows the player to partake in a competitive sport against other opponents or AI
Sports,NFL Head Coach 09,PS3,Generally allows the player to partake in a competitive sport against other opponents or AI
Action,Hitman: Blood Money,XB,Games usually centered around using hand-eye coordination to overcome physical challenges
Sports,PANGYA: Fantasy Golf,PSP,Generally allows the player to partake in a competitive sport against other opponents or AI
Simulation,Fast Food Panic,DS,Frequently consists of games focused on letting the player simulate a reality - real or fake
Puzzle,Pipe Mania,PS2,Games that challenge the player to use critical thinking skills to solve problems
Action,Metal Gear Solid V: Ground Zeroes,X360,Games usually centered around using hand-eye coordination to overcome physical challenges
Sports,Gretzky NHL 06,PSP,Generally allows the player to partake in a competitive sport against other opponents or AI
Action,Kid Adventures: Sky Captain,Wii,Games usually centered around using hand-eye coordination to overcome physical challenges
Sports,NFL Blitz 20-03,XB,Generally allows the player to partake in a competitive sport against other opponents or AI
Misc,PaRappa The Rapper,PSP,Games without specific genres
Adventure,Pirates: The Legend of Black Kat,PS2,Mostly exploration games focused on letting the player explore the environment
Action,Fur Fighters: Viggo's Revenge,PS2,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,Thor: God of Thunder,PS3,Games usually centered around using hand-eye coordination to overcome physical challenges
Platform,Skylanders Imaginators,PS4,Games focused on navigating an environment usually by jumping
Action,The Da Vinci Code,PS2,Games usually centered around using hand-eye coordination to overcome physical challenges
Racing,Ford Racing Off Road,PSP,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Action,Chicken Shoot,DS,Games usually centered around using hand-eye coordination to overcome physical challenges
Shooter,Dead to Rights,GC,Typically violent games where players use ranged weapons
Action,Scarface: The World is Yours,Wii,Games usually centered around using hand-eye coordination to overcome physical challenges
Sports,Top Spin 4,Wii,Generally allows the player to partake in a competitive sport against other opponents or AI
Action,Sphinx and the Cursed Mummy,GC,Games usually centered around using hand-eye coordination to overcome physical challenges
Simulation,Disney's Planes,Wii,Frequently consists of games focused on letting the player simulate a reality - real or fake
Racing,MX vs. ATV Reflex,DS,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Role-Playing,Hero's Saga Laevatein Tactics,DS,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Sports,Cabela's Outdoor Adventures (2009),PS2,Generally allows the player to partake in a competitive sport against other opponents or AI
Misc,Cranium Kabookii,Wii,Games without specific genres
Sports,Active Life Explorer,Wii,Generally allows the player to partake in a competitive sport against other opponents or AI
Strategy,XCOM 2,PS4,Most games challenge the player to use tactics and planning to achieve victory
Sports,Pro Evolution Soccer 2015,XOne,Generally allows the player to partake in a competitive sport against other opponents or AI
Racing,Destruction Derby Raw,PS,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Role-Playing,Risen 2: Dark Waters,X360,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Sports,World Tour Soccer 2003,PS2,Generally allows the player to partake in a competitive sport against other opponents or AI
Adventure,Arctic Tale,DS,Mostly exploration games focused on letting the player explore the environment
Action,Onimusha Essentials,PS2,Games usually centered around using hand-eye coordination to overcome physical challenges
Racing,Ben 10 Galactic Racing,3DS,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Shooter,ArmA II,PC,Typically violent games where players use ranged weapons
Sports,WWE 2K17,PS3,Generally allows the player to partake in a competitive sport against other opponents or AI
